ID,CC_transfer,final_GPA,time_to_grad,extra_quarters,grad_on_time,graduated,total_units,gender,uc_ethnicity,first_gen_bachelors,ever_pell_fl,age_at_grad,CC_GPA_standard,entry_year,college_name,Calendar_Type
357,1,3.816483516,2.5,2.0,0,1,116.0,Male,Foreign,Not First Gen,N,23.12,0.554639707,2019,SANTA MONICA COLL,Semester
358,1,3.98125,2.0,0.0,1,1,86.0,Male,Asian or Pacific Islander,Not First Gen,N,20.42,1.007215222,2019,LOS ANGELES HARBOR C,Semester
359,0,3.598214285,2.0,0.0,1,1,85.0,Female,"Unstated, Unknown, Other",First Gen,Y,22.45,0.140686624,2015,UC SAN DIEGO,Quarter
360,1,3.39868421,2.0,0.0,1,1,76.0,Female,Asian or Pacific Islander,Not First Gen,N,22.91,0.917234663,2015,DE ANZA COLLEGE,Quarter
361,1,3.774257425,2.0,0.0,1,1,101.0,Female,White Non-Hispanic,Not First Gen,Y,23.18,0.413109119,2016,LOS ANGELES PIERCE C,Semester
362,1,3.925,2.0,0.0,1,1,80.0,Male,Asian or Pacific Islander,Not First Gen,N,23.74,1.055224672,2018,SANTIAGO CANYON COLL,Semester
363,1,3.863953488,2.0,0.0,1,1,91.0,Female,White Non-Hispanic,First Gen,Y,21.83,0.206618964,2018,GLENDALE COMMUNITY C,Semester
364,1,2.337373737,6.75,19.0,0,1,113.0,Male,Hispanic,First Gen,Y,28.26,-0.799345214,2015,SAN DIEGO CITY COLLE,Semester
365,1,3.535135135,,,0,0,37.0,Female,White Non-Hispanic,Not First Gen,N,,-0.6242924,2016,SANTA MONICA COLL,Semester
366,1,3.948571428,2.0,0.0,1,1,73.0,Female,Hispanic,Not First Gen,N,22.48,1.055224672,2018,SANTA BARBARA CITY C,Semester
367,1,3.785897435,2.0,0.0,1,1,78.0,Male,White Non-Hispanic,Not First Gen,N,21.49,-0.803086839,2019,SADDLEBACK COLLEGE,Semester
368,1,3.431868131,2.0,0.0,1,1,96.0,Female,Hispanic,First Gen,Y,23.75,-0.016698328,2018,GLENDALE COMMUNITY C,Semester
369,1,3.702702702,2.0,0.0,1,1,75.0,Male,White Non-Hispanic,First Gen,Y,39.69,-2.270699395,2015,SANTA MONICA COLL,Semester
370,1,3.216470588,2.25,1.0,0,1,87.0,Male,Hispanic,First Gen,Y,37.34,0.471455587,2017,EL CAMINO COLLEGE,Semester
371,1,3.641463414,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,First Gen,Y,25.03,1.051510054,2016,LOS ANGELES PIERCE C,Semester
372,1,3.232051282,2.0,0.0,1,1,78.0,Male,Hispanic,First Gen,Y,27.17,0.532809294,2016,LOS ANGELES CITY COL,Semester
373,0,3.691428571,2.25,1.0,0,1,89.0,Female,White Non-Hispanic,Not First Gen,N,22.74,-1.401265536,2018,UNIV WISC MADISON,Semester
374,1,3.964,2.25,1.0,0,1,96.0,Female,White Non-Hispanic,First Gen,Y,36.4,0.45406737,2019,SANTA MONICA COLL,Semester
375,1,3.768918918,2.0,0.0,1,1,83.0,Female,White Non-Hispanic,Not First Gen,N,23.16,1.055224672,2018,NORCO COLLEGE,Semester
376,1,3.620535714,2.25,1.0,0,1,117.0,Male,Foreign,First Gen,N,22.67,0.508525169,2015,DE ANZA COLLEGE,Quarter
377,1,2.846564885,3.0,4.0,0,1,144.0,Male,Asian or Pacific Islander,Not First Gen,N,23.57,1.091410112,2016,OHLONE COLLEGE,Semester
378,1,2.714492753,2.25,1.0,0,1,81.0,Male,Asian or Pacific Islander,First Gen,Y,27.15,-1.821294153,2016,EL CAMINO COLLEGE,Semester
379,1,3.832558139,2.0,0.0,1,1,88.0,Male,White Non-Hispanic,Not First Gen,Y,22.02,0.508525169,2015,SANTA MONICA COLL,Semester
380,1,3.361538461,2.75,3.0,0,1,104.0,Male,Asian or Pacific Islander,Not First Gen,Y,21.53,1.007215222,2019,MOUNT SAN ANTONIO CO,Semester
381,0,3.605050505,2.25,1.0,0,1,114.0,Male,Foreign,First Gen,N,23.96,0.563926631,2018,NASSAU CMTY COLLEGE,
382,1,2.084536082,,,0,0,122.0,Male,"Unstated, Unknown, Other",Not First Gen,N,,1.007215222,2019,WEST VALLEY COLLEGE,Semester
383,1,3.235,2.25,1.0,0,1,92.0,Male,Asian or Pacific Islander,Not First Gen,N,29.42,0.572709352,2016,SANTA MONICA COLL,Semester
384,0,3.803205128,2.0,0.0,1,1,91.0,Other/Unknown,Asian or Pacific Islander,First Gen,Y,22.04,-0.400797492,2019,UC RIVERSIDE,Quarter
385,1,3.012631578,2.25,1.0,0,1,105.0,Female,Black Non-Hispanic,First Gen,Y,23.21,-1.398384763,2017,MISSION COLLEGE,Semester
386,1,3.7,2.25,1.0,0,1,83.0,Female,White Non-Hispanic,First Gen,Y,23.61,0.303208865,2019,LOS ANGELES PIERCE C,Semester
387,1,2.577777777,2.5,2.0,0,1,118.0,Female,Asian or Pacific Islander,Not First Gen,N,22.91,1.055224672,2018,CYPRESS COLLEGE,Semester
388,1,3.047826086,3.0,4.0,0,1,104.0,Male,Hispanic,First Gen,Y,24.23,-0.472377619,2015,WEST LOS ANGELES COL,Semester
389,1,3.497777777,2.0,0.0,1,1,90.0,Female,Hispanic,First Gen,N,22.74,0.346799564,2017,DE ANZA COLLEGE,Quarter
390,1,3.523611111,2.0,0.0,1,1,77.0,Female,Asian or Pacific Islander,First Gen,N,22.08,0.453009177,2016,PASADENA CITY COLLEG,Semester
391,1,2.587356321,1.75,-1.0,1,1,87.0,Female,Hispanic,First Gen,N,22.73,-2.205207786,2018,SADDLEBACK COLLEGE,Semester
392,1,3.339772727,2.0,0.0,1,1,88.0,Female,Foreign,Not First Gen,N,24.23,0.697917006,2018,CITRUS COLLEGE,Semester
393,0,2.810588235,2.25,1.0,0,1,105.0,Male,Foreign,First Gen,N,22.23,1.051510054,2016,EDMONDS COMMUNITY CO,Quarter
394,1,2.976,2.0,0.0,1,1,75.0,Female,White Non-Hispanic,Not First Gen,N,23.65,0.333309002,2016,WEST VALLEY COLLEGE,Semester
395,1,3.81707317,2.75,3.0,0,1,123.0,Male,White Non-Hispanic,Not First Gen,N,22.83,-2.814533573,2019,LOS ANGELES PIERCE C,Semester
396,0,3.667555555,3.0,4.0,0,1,92.0,Male,Foreign,Not First Gen,N,22.5,0.631138017,2015,WASHINGTON,
397,1,2.644705882,3.25,5.0,0,1,102.0,Female,Hispanic,Not First Gen,N,23.14,0.072628589,2018,LOS ANGELES PIERCE C,Semester
398,1,3.284415584,1.25,-3.0,1,1,77.0,Female,Foreign,Not First Gen,N,22.45,0.385272797,2018,IRVINE VALLEY COLLEG,Semester
399,1,3.702272727,,,0,0,93.0,Male,"Unstated, Unknown, Other",Not First Gen,N,,0.161955506,2018,FOOTHILL COLLEGE,Quarter
400,1,3.471764705,2.5,2.0,0,1,107.0,Male,Hispanic,First Gen,Y,25.21,-0.431506669,2015,SANTA MONICA COLL,Semester
401,1,2.80116279,3.0,4.0,0,1,110.0,Female,White Non-Hispanic,Not First Gen,N,23.72,0.504353539,2019,SIERRA COLLEGE,Semester
402,1,3.651578947,2.0,0.0,1,1,95.0,Female,Asian or Pacific Islander,First Gen,Y,21.8,0.353495034,2019,CITY COLLEGE SAN FRA,Semester
403,1,2.808450704,2.0,0.0,1,1,71.0,Female,Hispanic,First Gen,Y,24.44,0.59611161,2017,CERRITOS COLLEGE,Semester
404,1,3.227272727,3.0,4.0,0,1,130.0,Male,Foreign,Not First Gen,N,29.43,1.244202259,2015,DIABLO VALLEY COLLEG,Semester
405,1,3.095789473,2.25,1.0,0,1,95.0,Male,Hispanic,First Gen,Y,23.91,-1.813904841,2017,SANTA MONICA COLL,Semester
406,1,3.048275862,2.0,0.0,1,1,87.0,Male,White Non-Hispanic,Not First Gen,Y,22.33,-1.024416693,2017,FOOTHILL COLLEGE,Quarter
407,1,2.981081081,2.5,2.0,0,1,95.0,Male,Asian or Pacific Islander,First Gen,Y,37.32,0.876570839,2018,CITY COLLEGE SAN FRA,Semester
408,1,3.684269662,2.0,0.0,1,1,98.0,Female,Asian or Pacific Islander,Not First Gen,Y,22.93,0.252922697,2019,CHABOT COLLEGE,Semester
409,1,3.710465116,2.0,0.0,1,1,86.0,Female,Hispanic,First Gen,Y,25.16,-1.255662354,2019,MONTEREY PENINSULA C,Semester
410,1,3.891764705,2.0,0.0,1,1,87.0,Female,Foreign,Not First Gen,N,22.91,0.655212044,2019,SANTA MONICA COLL,Semester
411,1,3.764473684,1.25,-3.0,1,1,76.0,Female,Foreign,Not First Gen,N,24.87,0.467654219,2015,SANTA MONICA COLL,Semester
412,1,2.85522388,2.75,3.0,0,1,75.0,Male,Hispanic,Not First Gen,Y,25.14,0.732309586,2016,FULLERTON COLLEGE,Semester
413,1,3.194736842,1.75,-1.0,1,1,80.0,Female,Asian or Pacific Islander,First Gen,Y,25.01,1.055224672,2018,OHLONE COLLEGE,Semester
414,1,2.940697674,2.0,0.0,1,1,94.0,Female,Foreign,Not First Gen,N,24.92,0.672008967,2015,EL CAMINO COLLEGE,Semester
415,1,2.57051282,2.25,1.0,0,1,92.0,Male,Foreign,Not First Gen,N,25.53,-0.635861416,2015,SANTA MONICA COLL,Semester
416,1,3.905333333,1.75,-1.0,1,1,75.0,Female,"Unstated, Unknown, Other",Unknown/Other,N,23.59,1.007215222,2019,CERRITOS COLLEGE,Semester
417,1,3.942857142,2.5,2.0,0,1,92.0,Female,Asian or Pacific Islander,Not First Gen,N,24.09,0.403781202,2019,IRVINE VALLEY COLLEG,Semester
418,1,3.86419753,2.0,0.0,1,1,87.0,Female,Hispanic,First Gen,Y,23.67,-1.406520859,2019,CRAFTON HILLS COLLEG,Semester
419,1,2.874725274,4.75,11.0,0,1,110.0,Male,Foreign,Not First Gen,N,26.03,0.504353539,2019,PASADENA CITY COLLEG,Semester
420,1,3.389719626,2.0,0.0,1,1,111.0,Female,Foreign,Not First Gen,N,22.01,1.211110287,2016,CITRUS COLLEGE,Semester
421,1,3.573170731,2.0,0.0,1,1,87.0,Male,Hispanic,First Gen,Y,25.4,-1.302593394,2016,ALLAN HANCOCK COLLEG,Semester
422,1,3.318867924,2.5,2.0,0,1,111.0,Male,Hispanic,First Gen,Y,24.02,-1.356602077,2018,LONG BEACH CITY COLL,Semester
423,1,2.418518518,5.5,14.0,0,1,133.0,Male,Hispanic,First Gen,Y,26.13,-0.104539073,2015,EAST LOS ANGELES COL,Semester
424,1,2.5,,,0,0,94.0,Female,Asian or Pacific Islander,First Gen,Y,,1.211110287,2016,PASADENA CITY COLLEG,Semester
425,1,3.933333333,2.25,1.0,0,1,114.0,Female,Hispanic,Not First Gen,Y,23.68,-1.657951701,2019,CITY COLLEGE SAN FRA,Semester
426,1,3.913253012,2.0,0.0,1,1,83.0,Female,White Non-Hispanic,Not First Gen,Y,25.04,0.742580464,2018,DIABLO VALLEY COLLEG,Semester
427,1,3.34375,2.0,0.0,1,1,83.0,Female,White Non-Hispanic,Not First Gen,N,23.19,0.998976562,2015,SADDLEBACK COLLEGE,Semester
428,1,3.233333333,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,Not First Gen,Y,23.01,1.244202259,2015,FULLERTON COLLEGE,Semester
429,1,3.485840707,3.0,4.0,0,1,121.0,Male,Hispanic,First Gen,Y,25.7,0.787243922,2018,SAN DIEGO CITY COLLE,Semester
430,1,3.9425,2.25,1.0,0,1,120.0,Female,Hispanic,Not First Gen,Y,22.54,1.211110287,2016,SANTA MONICA COLL,Semester
431,1,3.792592592,2.25,1.0,0,1,85.0,Male,White Non-Hispanic,First Gen,Y,32.32,1.136287711,2017,SACRAMENTO CITY COLL,Semester
432,1,3.628378378,2.25,1.0,0,1,74.0,Male,White Non-Hispanic,First Gen,N,22.38,0.001491855,2019,SANTA MONICA COLL,Semester
433,1,3.715957446,2.0,0.0,1,1,101.0,Male,White Non-Hispanic,First Gen,N,35.99,-0.145491699,2016,SACRAMENTO CITY COLL,Semester
434,1,3.501075268,,,0,0,97.0,Female,Black Non-Hispanic,First Gen,Y,,-1.133284786,2018,LOS ANGELES VALLEY C,Semester
435,1,3.473786407,3.0,4.0,0,1,115.0,Female,Asian or Pacific Islander,First Gen,Y,28.24,0.679215626,2017,EAST LOS ANGELES COL,Semester
436,1,3.310294117,3.25,5.0,0,1,140.0,Male,White Non-Hispanic,Not First Gen,Y,24.05,0.812109703,2016,SAN DIEGO MESA COLLE,Semester
437,1,3.188732394,2.0,0.0,1,1,92.0,Male,Foreign,Not First Gen,N,29.45,0.252922697,2019,SANTA MONICA COLL,Semester
438,1,0.0,,,0,0,28.0,Female,Hispanic,First Gen,Y,,0.385272797,2018,LOS ANGELES PIERCE C,Semester
439,1,3.145,2.0,0.0,1,1,90.0,Male,Hispanic,First Gen,N,23.77,-1.621793861,2016,CITRUS COLLEGE,Semester
440,0,3.482278481,2.0,0.0,1,1,84.0,Female,White Non-Hispanic,Not First Gen,N,22.19,0.845423657,2017,UNIV NEBRASKA LINCOL,
441,1,3.925555555,2.0,0.0,1,1,90.0,Female,Hispanic,First Gen,N,22.74,-0.016698328,2018,IRVINE VALLEY COLLEG,Semester
442,1,3.831578947,2.0,0.0,1,1,76.0,Female,Foreign,First Gen,N,23.58,0.928527673,2017,CONTRA COSTA COLLEGE,Semester
443,1,3.43076923,1.75,-1.0,1,1,82.0,Male,Foreign,Unknown/Other,N,22.53,-0.463332911,2018,EL CAMINO COLLEGE,Semester
444,1,3.925,1.75,-1.0,1,1,58.0,Male,Hispanic,Not First Gen,N,21.8,1.055224672,2018,SAN BERNARDINO VALLE,Semester
445,1,3.845794392,2.25,1.0,0,1,107.0,Female,White Non-Hispanic,Not First Gen,N,24.27,-0.717603315,2015,CHAFFEY COLLEGE,Semester
446,1,3.946575342,2.0,0.0,1,1,79.0,Female,Asian or Pacific Islander,First Gen,Y,23.89,1.055224672,2018,CITRUS COLLEGE,Semester
447,1,3.504761904,2.0,0.0,1,1,88.0,Male,Asian or Pacific Islander,Not First Gen,Y,23.83,0.504353539,2019,ORANGE COAST COLLEGE,Semester
448,1,3.635714285,2.25,1.0,0,1,98.0,Female,American Indian or Alaskan Native,Not First Gen,N,22.56,-1.023292985,2016,SADDLEBACK COLLEGE,Semester
449,1,2.879381443,8.25,25.0,0,1,119.0,Female,Hispanic,Not First Gen,N,28.12,-1.821118951,2015,VENTURA COLLEGE,Semester
450,0,3.950515463,2.0,0.0,1,1,105.0,Male,Foreign,Not First Gen,N,22.19,1.007215222,2019,UC DAVIS,Quarter
451,1,3.302564102,2.0,0.0,1,1,82.0,Female,Asian or Pacific Islander,Not First Gen,N,22.63,0.803871649,2017,LOS ANGELES PIERCE C,Semester
452,1,2.666666666,,,0,0,47.0,Male,Foreign,Not First Gen,Y,,-0.45108366,2019,EL CAMINO COLLEGE,Semester
453,1,3.18902439,3.5,6.0,0,1,90.0,Male,White Non-Hispanic,Not First Gen,N,24.74,0.631138017,2015,SANTA MONICA COLL,Semester
454,1,3.809523809,2.25,1.0,0,1,89.0,Female,Black Non-Hispanic,First Gen,Y,22.07,1.007215222,2019,WEST HILLS COLLEGE C,Semester
455,0,3.742574257,2.25,1.0,0,1,101.0,Male,White Non-Hispanic,Not First Gen,N,22.25,0.014108534,2016,CALIF LUTHERAN UNIVE,Semester
456,1,3.010588235,2.0,0.0,1,1,89.0,Female,Asian or Pacific Islander,First Gen,N,22.32,0.971709937,2016,DE ANZA COLLEGE,Quarter
457,1,2.712048192,,,0,0,89.0,Female,Foreign,Not First Gen,N,,1.007215222,2019,PALOMAR COLLEGE,Semester
458,1,3.784693877,2.0,0.0,1,1,98.0,Male,Asian or Pacific Islander,Not First Gen,Y,25.23,0.263299472,2015,MOUNT SAN ANTONIO CO,Semester
459,1,3.76707317,1.5,-2.0,1,1,84.5,Female,White Non-Hispanic,Not First Gen,N,20.79,1.007215222,2019,FOLSOM LAKE COLL,Semester
460,1,3.770652173,1.75,-1.0,1,1,92.0,Female,White Non-Hispanic,Not First Gen,N,21.36,1.136287711,2017,LOS ANGELES PIERCE C,Semester
461,1,3.072826086,3.0,4.0,0,1,96.0,Male,Hispanic,First Gen,Y,27.71,-1.044570911,2015,LOS ANGELES MISSION,Semester
462,1,3.250434782,2.75,3.0,0,1,120.0,Female,White Non-Hispanic,First Gen,Y,23.59,0.42678327,2015,GLENDALE COMMUNITY C,Semester
463,0,3.619178082,2.0,0.0,1,1,79.0,Male,Hispanic,Not First Gen,N,22.41,0.697917006,2018,SAN FRANCISCO STATE,Semester
464,1,3.87977528,2.0,0.0,1,1,89.0,Female,White Non-Hispanic,First Gen,N,21.15,0.492909236,2016,ORANGE COAST COLLEGE,Semester
465,1,3.32077922,2.0,0.0,1,1,82.0,Female,Asian or Pacific Islander,Not First Gen,N,22.93,1.055224672,2018,OHLONE COLLEGE,Semester
466,0,3.639402173,2.0,0.0,1,1,87.0,Female,Asian or Pacific Islander,First Gen,Y,21.79,0.173708768,2016,UC SAN DIEGO,Quarter
467,1,3.707317073,2.25,1.0,0,1,94.0,Female,Hispanic,First Gen,N,29.13,-1.133284786,2018,SANTA MONICA COLL,Semester
468,1,3.801851851,,,0,0,113.5,Male,White Non-Hispanic,Not First Gen,Y,,0.413109119,2016,LOS ANGELES VALLEY C,Semester
469,0,3.599509803,2.25,1.0,0,1,109.0,Male,White Non-Hispanic,Not First Gen,N,22.69,-0.186280972,2015,UC SANTA CRUZ,Quarter
470,0,3.805063291,2.5,2.0,0,1,92.0,Female,Asian or Pacific Islander,Not First Gen,Y,23.57,0.608590089,2018,CAL POLY POMONA,Semester
471,1,3.264655172,3.0,4.0,0,1,118.0,Male,White Non-Hispanic,Not First Gen,N,23.15,1.136287711,2017,MOORPARK COLLEGE,Semester
472,1,2.804580152,2.75,3.0,0,1,150.0,Female,Asian or Pacific Islander,Not First Gen,N,23.23,-0.45108366,2019,SKYLINE COLLEGE,Semester
473,1,3.408333333,2.0,0.0,1,1,76.0,Female,White Non-Hispanic,Not First Gen,N,21.79,1.011609995,2016,SANTA MONICA COLL,Semester
474,0,3.894366197,2.0,0.0,1,1,90.0,Female,"Unstated, Unknown, Other",First Gen,Y,21.79,0.917234663,2015,UNIVERSITY OF ARIZON,Semester
475,1,3.737974683,2.0,0.0,1,1,85.0,Female,Asian or Pacific Islander,Not First Gen,N,22.38,0.856356717,2019,DE ANZA COLLEGE,Quarter
476,1,3.86744186,2.0,0.0,1,1,86.0,Female,Foreign,Not First Gen,N,32.61,0.772209645,2016,SANTA MONICA COLL,Semester
477,0,3.609375,2.0,0.0,1,1,96.0,Female,White Non-Hispanic,Not First Gen,N,23.01,0.471455587,2017,OREGON STATE UNIVERS,
478,1,3.94625,2.25,1.0,0,1,93.0,Female,White Non-Hispanic,Not First Gen,N,22.02,1.007215222,2019,MOORPARK COLLEGE,Semester
479,1,3.931914893,2.0,0.0,1,1,94.0,Female,Asian or Pacific Islander,First Gen,Y,22.47,1.136287711,2017,GOLDEN WEST COLLEGE,Semester
480,1,3.470731707,2.0,0.0,1,1,83.0,Male,White Non-Hispanic,Not First Gen,N,22.91,-0.104539073,2015,BAKERSFIELD COLLEGE,Semester
481,1,3.539705882,2.0,0.0,1,1,84.0,Female,Hispanic,Not First Gen,N,23.5,-0.016698328,2018,MERCED COLLEGE,Semester
482,1,3.82077922,2.0,0.0,1,1,84.0,Male,White Non-Hispanic,Not First Gen,N,22.06,1.055224672,2018,MOORPARK COLLEGE,Semester
483,0,3.384491978,4.75,11.0,0,1,205.5,Male,Asian or Pacific Islander,Not First Gen,Y,25.05,0.202636529,2019,CAL POLY POMONA,Semester
484,1,3.472727272,2.25,1.0,0,1,99.0,Female,Foreign,Not First Gen,N,23.31,0.429936256,2018,SANTA BARBARA CITY C,Semester
485,1,3.862809917,3.0,4.0,0,1,126.5,Male,White Non-Hispanic,Unknown/Other,Y,30.79,0.252922697,2019,SANTA MONICA COLL,Semester
486,1,3.633823529,5.5,14.0,0,1,86.0,Female,Hispanic,Not First Gen,Y,25.57,0.720767634,2017,LOS ANGELES PIERCE C,Semester
487,1,3.506976744,2.0,0.0,1,1,93.0,Male,White Non-Hispanic,Not First Gen,N,24.54,0.263299472,2015,MOORPARK COLLEGE,Semester
488,1,3.388888888,2.0,0.0,1,1,90.0,Female,White Non-Hispanic,First Gen,Y,23.52,-0.268022871,2015,PASADENA CITY COLLEG,Semester
489,1,3.10117647,2.0,0.0,1,1,87.5,Male,White Non-Hispanic,Unknown/Other,N,22.18,0.845423657,2017,SANTA MONICA COLL,Semester
490,1,3.727272727,2.0,0.0,1,1,112.0,Female,Asian or Pacific Islander,Not First Gen,N,21.93,0.590267068,2015,FOOTHILL COLLEGE,Quarter
491,1,3.965714285,2.0,0.0,1,1,70.0,Female,White Non-Hispanic,Not First Gen,N,22.73,1.055224672,2018,SANTA MONICA COLL,Semester
492,1,3.673333333,3.0,4.0,0,1,95.0,Female,Asian or Pacific Islander,Not First Gen,Y,25.52,0.812109703,2016,SANTA MONICA COLL,Semester
493,1,3.696,1.75,-1.0,1,1,75.0,Female,Asian or Pacific Islander,First Gen,Y,23.23,0.097487517,2017,CITRUS COLLEGE,Semester
494,1,3.835443037,2.0,0.0,1,1,83.5,Male,White Non-Hispanic,First Gen,Y,21.85,-0.597323286,2018,SANTA MONICA COLL,Semester
495,1,3.184090909,2.0,0.0,1,1,90.0,Female,Asian or Pacific Islander,First Gen,Y,22.99,-0.374005994,2018,RIO HONDO COLLEGE,Semester
496,1,3.15730337,2.25,1.0,0,1,89.0,Male,Foreign,First Gen,N,25.0,1.053183696,2017,DE ANZA COLLEGE,Quarter
497,1,2.978723404,2.25,1.0,0,1,94.0,Female,Hispanic,First Gen,Y,22.76,-1.107520709,2017,EL CAMINO COLLEGE,Semester
498,1,3.744186046,2.0,0.0,1,1,86.0,Female,White Non-Hispanic,First Gen,Y,23.84,-0.472377619,2015,LOS ANGELES VALLEY C,Semester
499,1,3.740625,2.0,0.0,1,1,98.0,Male,Hispanic,First Gen,N,23.33,0.492909236,2016,SANTIAGO CANYON COLL,Semester
500,1,3.527272727,2.0,0.0,1,1,77.0,Female,White Non-Hispanic,Not First Gen,N,23.46,-1.003699962,2015,SANTA MONICA COLL,Semester
501,1,3.275,2.0,0.0,1,1,76.0,Female,White Non-Hispanic,First Gen,N,23.71,0.519263172,2018,FULLERTON COLLEGE,Semester
502,1,3.559782608,4.5,10.0,0,1,92.0,Male,Hispanic,Not First Gen,N,25.92,1.136287711,2017,PASADENA CITY COLLEG,Semester
503,1,3.777419354,1.75,-1.0,1,1,72.0,Female,White Non-Hispanic,First Gen,N,23.66,0.353495034,2019,SANTA BARBARA CITY C,Semester
504,1,3.984415584,2.25,1.0,0,1,97.0,Female,White Non-Hispanic,Unknown/Other,Y,30.87,-1.104803849,2019,SANTA MONICA COLL,Semester
505,1,3.627027027,1.25,-3.0,1,1,76.0,Male,Asian or Pacific Islander,Not First Gen,Y,26.07,-1.406520859,2019,SAN DIEGO CITY COLLE,Semester
506,0,3.719463087,2.0,0.0,1,1,110.0,Female,Hispanic,Not First Gen,Y,22.24,-0.15182453,2017,UC SANTA BARBARA,Quarter
507,1,3.333766233,2.25,1.0,0,1,87.0,Male,White Non-Hispanic,Not First Gen,Y,23.33,0.492909236,2016,COLLEGE OF THE CANYO,Semester
508,1,3.898888888,2.0,0.0,1,1,95.0,Male,White Non-Hispanic,First Gen,Y,28.58,0.429936256,2018,GLENDALE COMMUNITY C,Semester
509,0,3.258974358,2.0,0.0,1,1,130.0,Female,Foreign,Unknown/Other,N,22.13,-1.208054709,2015,BAYLOR UNIVERSITY,Semester
510,1,2.335897435,3.0,4.0,0,1,87.0,Male,Hispanic,First Gen,Y,27.04,-0.34976477,2015,SOUTHWESTERN COLLEGE,Semester
511,1,2.9775,2.5,2.0,0,1,89.0,Male,Hispanic,Not First Gen,Y,25.01,0.965897756,2018,FOOTHILL COLLEGE,Quarter
512,1,3.436082474,2.25,1.0,0,1,106.0,Female,Asian or Pacific Islander,Not First Gen,N,22.39,-0.099080481,2019,FOOTHILL COLLEGE,Quarter
513,1,2.58,4.0,8.0,0,1,119.0,Male,Hispanic,Not First Gen,N,24.04,0.720767634,2017,MIRACOSTA COLLEGE,Semester
514,1,3.509756097,2.0,0.0,1,1,91.0,Male,Asian or Pacific Islander,First Gen,N,21.51,1.055224672,2018,LONG BEACH CITY COLL,Semester
515,1,3.198591549,2.5,2.0,0,1,83.0,Female,Asian or Pacific Islander,First Gen,N,23.19,0.917234663,2015,CYPRESS COLLEGE,Semester
516,1,2.809090909,3.25,5.0,0,1,120.0,Male,Asian or Pacific Islander,Not First Gen,Y,28.65,0.692409528,2016,FULLERTON COLLEGE,Semester
517,1,3.432894736,2.5,2.0,0,1,80.0,Female,Asian or Pacific Islander,Not First Gen,N,23.56,1.244202259,2015,LOS ANGELES HARBOR C,Semester
518,1,3.875294117,2.0,0.0,1,1,90.0,Male,White Non-Hispanic,Not First Gen,N,22.11,1.007215222,2019,GLENDALE COMMUNITY C,Semester
519,1,3.695505617,2.0,0.0,1,1,89.0,Female,White Non-Hispanic,First Gen,N,23.71,0.385272797,2018,MOORPARK COLLEGE,Semester
520,1,3.547540983,2.0,0.0,1,1,61.0,Female,Foreign,First Gen,N,22.06,0.508525169,2015,ORANGE COAST COLLEGE,Semester
521,1,2.354878048,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,Not First Gen,Y,24.94,0.413109119,2016,SAN DIEGO MESA COLLE,Semester
522,1,3.769411764,2.25,1.0,0,1,113.5,Female,Hispanic,First Gen,Y,25.59,-0.608896615,2017,PASADENA CITY COLLEG,Semester
523,1,2.952272727,2.25,1.0,0,1,100.0,Male,"Unstated, Unknown, Other",Not First Gen,Y,23.2,-3.870543108,2019,SANTA BARBARA CITY C,Semester
524,1,3.492631578,2.75,3.0,0,1,101.0,Male,Hispanic,Not First Gen,N,24.35,0.453009177,2016,PASADENA CITY COLLEG,Semester
525,1,3.6,2.0,0.0,1,1,96.0,Female,White Non-Hispanic,Not First Gen,Y,22.79,0.803871649,2017,SANTA MONICA COLL,Semester
526,1,3.457843137,2.5,2.0,0,1,111.0,Female,Foreign,Unknown/Other,N,28.86,1.055224672,2018,SANTA MONICA COLL,Semester
527,1,3.873958333,2.25,1.0,0,1,97.0,Male,White Non-Hispanic,Not First Gen,N,22.38,0.720767634,2017,IRVINE VALLEY COLLEG,Semester
528,1,3.442028985,2.5,2.0,0,1,70.5,Female,Asian or Pacific Islander,Not First Gen,N,23.16,0.001491855,2019,SANTA BARBARA CITY C,Semester
529,1,3.671,2.0,0.0,1,1,100.0,Male,White Non-Hispanic,Not First Gen,Y,29.95,-0.641986744,2018,PASADENA CITY COLLEG,Semester
530,1,3.077922077,1.75,-1.0,1,1,82.0,Male,Foreign,First Gen,N,23.87,1.211110287,2016,SANTA MONICA COLL,Semester
531,1,3.797894736,2.5,2.0,0,1,104.0,Male,Asian or Pacific Islander,First Gen,N,28.09,-0.240015619,2018,FULLERTON COLLEGE,Semester
532,1,3.972413793,2.0,0.0,1,1,83.0,Female,White Non-Hispanic,Not First Gen,Y,21.91,1.244202259,2015,GLENDALE COMMUNITY C,Semester
533,1,3.871052631,3.0,4.0,0,1,115.5,Male,Asian or Pacific Islander,First Gen,N,24.27,1.244202259,2015,LOS ANGELES PIERCE C,Semester
534,1,3.870786516,2.0,0.0,1,1,89.0,Male,White Non-Hispanic,Not First Gen,N,23.34,0.549396118,2015,CITRUS COLLEGE,Semester
535,1,2.329508196,4.0,8.0,0,1,148.0,Male,Hispanic,First Gen,N,26.49,0.554639707,2019,LOS ANGELES TRADE-TE,Semester
